CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_$;IDHM Ranking 2010;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;LONG;LAT;ALT;PAY_TV;FIXED_PHONES;AREA;REGIAO_TUR;CATEGORIA_TUR;ESTIMATED_POP;RURAL_URBAN;GVA_AGROPEC;GVA_INDUSTRY;GVA_SERVICES;GVA_PUBLIC; GVA_TOTAL ;TAXES;GDP;POP_GDP;GDP_CAPITA;GVA_MAIN;MUN_EXPENDIT;COMP_TOT;COMP_A;COMP_B;COMP_C;COMP_D;COMP_E;COMP_F;COMP_G;COMP_H;COMP_I;COMP_J;COMP_K;COMP_L;COMP_M;COMP_N;COMP_O;COMP_P;COMP_Q;COMP_R;COMP_S;COMP_T;COMP_U;HOTELS;BEDS;Pr_Agencies;Pu_Agencies;Pr_Bank;Pu_Bank;Pr_Assets;Pu_Assets;Cars;Motorcycles;Wheeled_tractor;UBER;MAC;WAL-MART;POST_OFFICES
Água Branca;PB;0;9449;9449;0;2562;1209;1353;4059;57;266;397;450;2336;553;1707;852;4813;0.57;0.542;0.712;0.484;-37.64220904;-7.511070151;747.5;7;59;236.61;Vale Dos Sertões;E;10161;Rural Adjacente;4429.23;2720.78;18732.48;46056.56;71939.05;3181.64;75120.69;10172;7385.05;Administração, defesa, educação e saúde públicas e seguridade social;24264569;130;0;0;7;0;0;3;72;0;1;3;0;0;5;4;4;2;4;1;24;0;0;;;;;;;;;323;322;0;;;;1
Água Clara;MS;0;14424;14411;13;4468;2920;1548;9397;173;660;830;950;6223;561;2767;8530;2677;0.67;0.705;0.823;0.518;-52.87511755;-20.44885076;308.97;1026;1556;7,784.92;;;15257;Rural Adjacente;413726.32;383746.94;135346.04;97460.2;1030279.51;87712.13;1117991.64;14734;75878.35;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;;478;53;0;62;0;2;24;190;27;42;4;3;2;21;10;3;9;10;1;15;0;0;3;189;1;0;1;0;57221170;0;3481;2273;0;;;;1
Água Comprida;MG;0;2025;2025;0;712;539;173;1499;13;53;89;112;1008;224;36278;133297;2569;0.675;0.719;0.86;0.498;-48.10807677;-20.05931241;531.44;72;78;492.17;;;2005;Rural Adjacente;79036.12;6.71;29858.25;15941.86;131550.21;4252.57;135.8;2061;65891.69;Agricultura, inclusive apoio à agricultura e a pós colheita;;37;0;0;2;0;0;0;15;2;1;0;0;0;0;1;2;2;1;2;9;0;0;;;;;;;;;484;154;0;;;;1
Água Doce;SC;0;6961;6958;3;2131;1145;986;3408;42;184;226;278;2134;544;22018;132364;1988;0.698;0.724;0.82;0.574;-51.55909656;-27.00409166;806.11;220;643;1,313.97;Vale Do Contestado;D;7138;Rural Adjacente;141254.65;28806.01;91540.21;35489.48;297090.35;20.85;317937.56;7143;44510.37;Agricultura, inclusive apoio à agricultura e a pós colheita;26866200;216;6;0;25;7;3;4;72;31;17;2;0;4;12;3;6;8;6;2;8;0;0;;;0;1;0;1;0;57423169;2740;692;0;;;;2
Água Doce Do Maranhão;MA;0;11581;11581;0;2730;763;1967;3129;48;234;334;329;1833;351;2907;4050;5532;0.5;0.494;0.697;0.363;-42.1155512;-2.840278279;10.44;862;54;443.27;Polo Delta Das Américas;E;12488;Rural Adjacente;8.1;3555.39;19612.05;39464.68;70733.83;2.55;73287.14;12360;5929.38;Administração, defesa, educação e saúde públicas e seguridade social;;57;3;0;2;0;0;5;37;0;3;0;0;0;0;2;2;0;1;0;2;0;0;;;;;;;;;61;495;0;;;;3
Água Doce Do Norte;ES;0;11771;11748;23;3780;2244;1536;6667;97;371;511;643;4108;937;2726;20987;3087;0.652;0.619;0.819;0.546;-40.97645591;-18.54554649;210.92;68;462;473.73;;;11131;Rural Adjacente;16479.39;16930.12;46087.78;56.9;136393.68;8.08;144469.92;11958;12081.44;Administração, defesa, educação e saúde públicas e seguridade social;27990899;277;2;16;12;1;0;11;135;14;6;2;0;0;7;4;2;7;10;0;48;0;0;;;0;1;0;1;0;24575500;1594;2870;1;;;;5
Água Fria;BA;0;15731;15731;0;4610;1830;2780;5753;89;332;463;562;3504;803;6315;2072;5195;0.55;0.529;0.747;0.422;-38.7680778;-11.872931;299.89;48;212;743.01;;;16901;Rural Adjacente;15934.19;29924.44;29.28;58.18;133.32;5359.91;138677.16;17431;7955.78;Administração, defesa, educação e saúde públicas e seguridade social;31096225;73;0;0;2;0;0;2;49;4;0;0;0;0;1;3;2;3;0;0;7;0;0;;;1;1;1;1;5728792;16697582;780;1125;0;;;;2
Água Fria De Goiás;GO;0;5090;5088;2;1624;676;948;2127;31;153;187;197;1393;166;73513;291614;2659;0.67;0.672;0.817;0.55;-47.78221216;-14.98553527;856.26;42;150;2,029.42;;;5676;Rural Adjacente;186.93;17039.98;39360.39;22.24;265.58;10841.63;276416.74;5560;49715.24;Agricultura, inclusive apoio à agricultura e a pós colheita;;44;2;0;2;0;0;1;23;0;5;1;0;0;1;1;6;1;0;0;1;0;0;;;;;;;;;620;258;0;;;;1
Água Limpa;GO;0;2013;2013;0;738;525;213;1422;14;66;83;130;897;232;167;593;1253;0.722;0.691;0.821;0.663;-48.76124096;-18.07140606;679.32;18;77;452.86;;;1872;Rural Adjacente;16061.02;1594.67;11.2;12420.58;41279.99;2357.13;43637.12;1980;22038.95;Pecuária, inclusive apoio à pecuária;12472878;22;0;0;2;0;0;0;12;3;0;0;0;0;0;2;2;1;0;0;0;0;0;;;;;;;;;451;193;0;;;;1
Água Nova;RN;0;2980;2980;0;796;521;275;1898;25;99;140;196;1234;204;416;310;3771;0.616;0.527;0.776;0.572;-38.29082495;-6.204716719;277.3;38;14;50.68;;;3230;Rural Adjacente;670.57;0.95;5159.35;17097.38;23875.56;692.2;24567.76;3235;7594.36;Administração, defesa, educação e saúde públicas e seguridade social;10769502;25;0;0;0;0;0;1;13;0;0;0;0;0;0;1;3;5;0;1;1;0;0;;;;;;;;;192;660;0;;;;1
Água Preta;PE;0;33095;33095;0;7840;4639;3201;17049;255;1123;1503;1805;10661;1702;2889;16545;5164;0.55;0.514;0.761;0.432;-35.51855735;-8.709122552;92.73;325;540;533.33;;;36454;Intermediário Adjacente;45.14;8.43;58759.06;134887.49;247214.96;8.93;256148.56;36040;7107.34;Administração, defesa, educação e saúde públicas e seguridade social;61414981;118;7;0;14;0;1;6;57;3;4;0;2;1;3;6;3;4;0;0;7;0;0;;;0;1;0;1;0;58548661;1768;2460;0;;;;2
Água Santa;RS;0;3722;3722;0;1097;480;617;1446;20;94;83;121;928;200;17708;59693;558;0.75;0.84;0.85;0.59;-52.03463279;-28.17505475;654.84;62;219;291.50;Rota Das Araucárias;E;3753;Rural Adjacente;84170.98;12.65;136429.92;22425.68;255.68;27.64;283321.69;3841;73762.48;Comércio e reparação de veículos automotores e motocicletas;18330521;126;2;1;13;0;0;3;54;11;7;1;0;0;1;1;5;7;4;1;15;0;0;;;0;2;0;2;0;142615190;1303;506;0;;;;1
Aguaí;SP;0;32148;32126;22;9899;8970;929;28182;363;1569;1943;2273;18608;3426;31346;223900;1460;0.715;0.703;0.858;0.606;-46.97969311;-22.059684;662.48;1389;5019;474.55;;;35954;Urbano;115600.38;146491.98;307155.81;117822.49;687.07;77216.87;764287.53;35189;21719.5;Demais serviços;;799;149;9;54;0;3;21;333;44;51;8;2;5;21;35;2;12;21;10;19;0;0;;;3;2;3;2;235543694;198861114;11167;5754;3;;;;1
Aguanil;MG;0;4054;4054;0;1353;791;562;2296;28;109;128;210;1484;337;3679;21206;2845;0.66;0.672;0.845;0.513;-45.38946534;-20.9374322;840.9;151;92;232.09;;;4448;Rural Adjacente;22570.88;2520.38;18121.24;19635.6;62848.1;1930.08;64778.18;4406;14702.27;Administração, defesa, educação e saúde públicas e seguridade social;13891248;91;2;0;16;0;0;0;48;7;4;0;0;1;4;3;2;0;1;1;2;0;0;;;;;;;;;1065;296;0;;;;2
Águas Belas;PE;0;40235;40235;0;4233;462;3770;22555;404;1854;2322;2419;12817;2739;7416;6024;5429;0.526;0.546;0.691;0.385;-37.12195717;-9.1145895;373.32;697;552;885.99;Fé E Arte;D;43195;Intermediário Adjacente;32469.67;10.97;101191.77;149808.68;294444.31;18982.3;313426.61;42831;7317.75;Administração, defesa, educação e saúde públicas e seguridade social;61572983;186;2;0;13;0;0;2;115;2;12;1;3;0;4;5;3;10;6;3;5;0;0;1;65;1;1;1;1;37915364;61410944;2104;5511;0;;;;2
Águas Da Prata;SP;0;7584;7549;35;2515;2265;250;6695;84;278;389;436;4268;1240;1387;8630;124;0.78;0.75;0.886;0.716;-46.71676671;-21.934829;832.91;606;1803;142.67;Mogiana Paulista;D;8137;Urbano;17026.53;16235.66;69097.9;30948.74;133308.83;9345.48;142654.32;8065;17688.07;Demais serviços;22737457;212;48;0;18;0;0;9;63;7;21;7;0;3;6;10;3;3;2;4;8;0;0;;;2;1;2;1;61947294;21858555;2816;945;0;;;;2
Águas De Chapecó;SC;0;6110;6104;6;1960;1077;883;3080;49;164;239;260;2051;317;2944;13152;1530;0.713;0.712;0.811;0.629;-52.98725101;-27.07621291;237.12;118;287;139.51;Vale Das Águas;D;6455;Rural Adjacente;36366.18;5628.78;27155.09;27.76;96908.21;3968.45;100876.66;6412;15732.48;Administração, defesa, educação e saúde públicas e seguridade social;17022396;115;0;1;12;0;0;4;53;19;5;0;1;0;4;4;3;3;2;1;3;0;0;;;0;1;0;1;0;44245730;2092;1128;1;;;;1
Águas De Lindóia;SP;0;17266;17206;60;5597;5544;53;6886;71;293;405;482;4411;1224;474;6287;661;0.745;0.725;0.846;0.675;-46.63177884;-22.47382204;893.17;2522;4393;60.13;Águas E Flores Paulista;B;18599;Intermediário Adjacente;5835.33;63398.24;283169.22;72227.49;424630.29;30.64;455273.81;18412;24727.02;Demais serviços;;881;11;0;168;0;1;41;328;11;92;5;8;3;24;96;2;23;28;10;30;0;0;4;723;3;2;3;2;200253763;299106456;7566;3644;0;;;;1
Águas De Santa Bárbara;SP;0;5601;5585;16;1873;1433;440;4245;50;208;290;375;2631;691;16245;132857;427;0.757;0.744;0.84;0.695;-49.23860777;-22.86914941;606.94;685;989;404.46;Coração Paulista;C;6040;Rural Adjacente;43747.56;11749.49;61599.69;31977.39;149074.13;8495.07;157569.2;5977;26362.59;Demais serviços;25978262;216;60;1;10;0;0;7;68;15;19;1;0;2;5;8;2;4;1;5;8;0;0;;;1;1;1;1;27249499;53962097;2489;594;0;;;;1
Águas De São Pedro;SP;0;2707;2693;14;990;990;;2687;19;95;135;180;1592;666;0;0;2;0.85;0.849;0.89;0.825;-47.88397474;-22.59733955;515.24;1033;1420;3.61;Serra Do Itaqueri;C;3380;Intermediário Adjacente;0;10504.94;94367.21;20211.04;125083.2;7533.36;132616.56;3205;41378.02;Demais serviços;21934921;202;2;1;4;0;1;6;99;3;40;5;2;1;9;15;2;3;3;2;4;0;0;;;1;2;1;2;29938860;134551644;1721;340;3;;;;1
Águas Formosas;MG;0;18479;18474;5;5299;4149;1150;14230;231;822;1311;1385;8500;1981;355;1201;3215;0.645;0.624;0.811;0.531;-40.93522794;-17.08230432;260.43;454;971;820.08;Vale Do Jequitinhonha;D;19166;Intermediário Adjacente;13053.94;17637.7;101421.72;74.9;207017.57;15085.07;222102.64;19363;11470.47;Demais serviços;;338;0;0;11;0;1;6;169;11;8;4;1;5;20;10;2;11;15;3;61;0;0;;;2;2;2;2;37776833;216108665;2101;2401;0;;;;2
Águas Frias;SC;0;2424;2424;0;725;302;423;981;11;55;55;90;662;108;2357;11322;650;0.745;0.728;0.86;0.661;-52.85941945;-26.88022754;339.7;90;177;76.74;Vale Das Águas;E;2378;Rural Adjacente;20701.03;15533.93;29016.4;13824.18;79.08;8615.8;87.69;2397;36583.79;Demais serviços;13538694;152;0;0;21;0;0;9;42;14;5;1;2;4;4;6;2;6;2;9;25;0;0;;;;;;;;;882;431;0;;;;1
Águas Lindas De Goiás;GO;0;159378;159315;63;44243;44157;86;158457;2854;12766;16927;17979;101913;6018;1069;3075;2299;0.69;0.647;0.848;0.588;-48.28344444;-15.73793886;1208.67;4671;11959;192.39;;;207070;Urbano;3198.38;127.96;741497.32;628341.75;1500.99;128825.17;1629818.67;191499;8510.85;Administração, defesa, educação e saúde públicas e seguridade social;289046422;1793;4;0;91;0;9;169;1049;18;89;19;2;17;38;61;8;88;42;24;65;0;0;;;2;4;2;3;71683043;788123739;15068;6290;6;;;;1
Águas Mornas;SC;0;5548;5545;3;1691;711;980;2318;25;101;179;214;1577;222;606;13115;1231;0.723;0.731;0.853;0.606;-48.8405384;-27.70659719;175.58;361;767;326.66;Grande Florianópolis;D;6378;Urbano;37894.9;21527.08;51637.77;27801.76;138861.5;7695.49;146.56;6206;23615.37;Demais serviços;16562570;193;1;4;21;0;1;28;81;5;12;1;2;3;8;8;3;2;4;2;7;0;0;;;;;;;;;2473;1274;5;;;;2
Águas Vermelhas;MG;0;12722;12722;0;3474;2455;1019;8932;115;617;838;939;5485;938;1711;11489;4134;0.601;0.586;0.808;0.458;-41.4587883;-15.74531995;735.65;145;383;1,256.61;;;13477;Rural Adjacente;21393.81;8.48;87001.62;48432.63;165310.66;18.73;184041.19;13513;13619.57;Administração, defesa, educação e saúde públicas e seguridade social;22038726;72;8;1;3;0;0;1;39;2;4;0;0;0;3;1;2;3;3;0;2;0;0;;;1;0;1;0;22138687;0;825;936;0;;;;4
Agudo;RS;0;16722;16718;4;5431;2410;3021;6792;76;282;415;533;4458;1028;19914;199426;2103;0.69;0.752;0.847;0.524;-53.25869169;-29.64566336;65.79;641;1120;534.62;Central;D;16524;Rural Adjacente;100.34;72157.95;140967.94;73969.53;387432.56;36214.54;423647.09;17102;24771.79;Demais serviços;42334741;485;0;0;49;1;0;11;180;76;19;4;4;10;16;12;3;19;16;12;53;0;0;;;0;3;0;3;0;282009388;5888;2075;14;;;;1
Agudos;SP;0;34524;34515;9;10201;9769;432;32261;433;1767;2250;2777;21424;3610;15695;100430;662;0.745;0.705;0.845;0.694;-48.99015629;-22.474037;601.38;2708;5221;966.71;Coração Paulista;D;37023;Urbano;59.18;1393905.34;628.75;160194.06;2242019.8;320966.4;2562986.2;36704;69828.53;Indústrias de transformação;142168689;840;46;0;91;0;3;38;365;50;64;3;5;4;33;36;2;23;27;15;35;0;0;;;3;2;3;2;199136608;324995492;12644;4808;9;;;;2
Agudos Do Sul;PR;0;8270;8270;0;2579;879;1700;1826;34;103;143;192;1186;168;7149;49747;2900;0.66;0.671;0.79;0.543;-49.33870188;-25.99061809;869.33;429;500;192.26;Rotas Do Pinhão;D;9269;Rural Adjacente;59237.46;8978.95;53725.66;36392.28;158.33;9632.67;167967.02;9073;18512.84;Agricultura, inclusive apoio à agricultura e a pós colheita;17241226;148;0;1;11;0;1;7;80;15;8;0;0;0;2;7;2;1;8;1;4;0;0;;;1;0;1;0;32280166;0;3042;1182;0;;;;2
Águia Branca;ES;0;9519;9513;6;2952;1014;1938;3044;40;172;216;261;1971;384;7388;105497;2494;0.68;0.66;0.792;0.595;-40.73663817;-18.98736137;153.66;75;261;454.45;;;9653;Rural Adjacente;29863.9;22982.02;53363.01;45739.75;151948.69;13829.13;165777.82;10075;16454.37;Administração, defesa, educação e saúde públicas e seguridade social;27549705;232;4;6;11;0;2;3;88;9;11;2;0;1;5;9;5;14;1;4;57;0;0;;;0;1;0;1;0;23227081;1481;2976;2;;;;3
Aguiar;PB;0;5530;5530;0;1660;864;796;2699;32;177;201;245;1611;433;448;200;4229;0.597;0.632;0.753;0.447;-38.17758184;-7.094805762;272.19;9;35;344.71;;;5571;Rural Adjacente;4931.35;2180.67;10267.71;25408.05;42787.78;1560.32;44348.09;5567;7966.25;Administração, defesa, educação e saúde públicas e seguridade social;17161265;28;0;0;1;0;1;2;12;1;2;0;0;0;0;0;2;2;1;0;4;0;0;;;;;;;;;272;721;0;;;;1
Aguiarnópolis;TO;0;5162;5162;0;1323;1067;256;4117;93;360;480;438;2486;260;394;14544;2981;0.657;0.618;0.804;0.571;-47.47045659;-6.547170821;173.19;63;89;235.39;;;6572;Urbano;38385.5;7299.64;38614.35;36937.29;121236.78;13384.4;134621.18;6307;21344.72;Administração, defesa, educação e saúde públicas e seguridade social;16061415;42;3;2;2;0;0;5;13;3;5;0;0;0;0;1;4;2;0;0;2;0;0;;;;;;;;;472;1156;0;;;;1
Aimorés;MG;0;24959;24959;0;8242;6571;1671;19057;231;961;1401;1582;11874;3008;3912;32955;2340;0.684;0.685;0.81;0.576;-41.07332746;-19.49195015;64;906;2031;1,348.91;Trilhas Do Rio Doce;D;25193;Intermediário Adjacente;44773.35;79812.36;166681.56;97148.79;388416.05;21787.4;410.2;25703;15959.36;Demais serviços;45443313;490;4;8;32;0;1;15;215;29;31;3;0;4;23;13;2;30;25;8;47;0;0;;;1;2;1;2;28036081;395574331;3769;4838;1;;;;9
Aiquara;BA;0;4602;4602;0;1376;786;590;2673;40;156;256;245;1625;351;2910;5677;4573;0.583;0.573;0.733;0.471;-39.88577801;-14.12727749;155.1;66;100;167.88;;;4478;Rural Adjacente;16939.34;2591.36;8920.58;20019.67;48470.94;1345.27;49816.22;4745;10498.68;Administração, defesa, educação e saúde públicas e seguridade social;;34;2;0;0;0;0;2;22;0;0;0;0;0;3;0;2;1;0;0;2;0;0;;;;;;;;;172;260;0;;;;1
Aiuaba;CE;0;16203;16203;0;4451;1252;3199;3939;59;243;300;364;2382;591;11125;5315;4871;0.569;0.518;0.749;0.474;-40.12316008;-6.56329844;472.22;72;142;2,434.42;;;17303;Rural Adjacente;11971.83;2476.92;29123.54;53934.2;97506.49;4167.4;101673.89;17098;5946.54;Administração, defesa, educação e saúde públicas e seguridade social;31669431;94;4;0;3;0;0;1;67;0;1;0;0;0;3;1;2;2;2;0;8;0;0;;;0;1;0;1;0;12641618;423;2253;0;;;;2
Aiuruoca;MG;0;6162;6154;8;2028;1043;985;3042;28;113;206;235;1966;494;1260;4699;2735;0.67;0.677;0.871;0.505;-44.60282446;-21.97589666;979.43;486;381;649.68;Terras Altas Da Mantiqueira;D;6032;Rural Adjacente;31727.27;4854.93;32791.09;24.7;94075.36;4553.23;98628.59;6224;15846.5;Demais serviços;13778976;112;3;1;13;0;0;0;45;9;14;2;1;0;3;1;2;0;5;4;9;0;0;;;1;0;1;0;129835678;0;1585;914;0;;;;1
Ajuricaba;RS;0;7255;7253;2;2467;1430;1037;4098;50;173;255;302;2662;656;28841;75814;503;0.753;0.763;0.85;0.658;-53.77281889;-28.23772901;329.68;96;531;322.67;Rota Do Yucumã;D;7063;Rural Adjacente;92358.83;17703.29;101150.78;33158.25;244371.15;19167.99;263539.13;7372;35748.66;Agricultura, inclusive apoio à agricultura e a pós colheita;;295;4;0;27;0;0;4;128;26;9;5;1;1;10;2;2;9;9;17;41;0;0;;;0;2;0;2;0;218950156;3072;872;0;;;;1
Alagoa;MG;0;2709;2706;3;875;364;511;1099;13;40;69;98;716;163;15;28;3145;0.649;0.634;0.832;0.518;-44.63809887;-22.17113566;1115.52;162;92;161.36;Terras Altas Da Mantiqueira;E;2683;Rural Adjacente;5038.89;1801.15;8576.31;14931.86;30348.21;1087.8;31.44;2756;11406.39;Administração, defesa, educação e saúde públicas e seguridade social;11323019;35;2;0;4;0;0;0;19;3;0;0;0;0;0;1;2;2;2;0;0;0;0;;;;;;;;;479;332;0;;;;1
Alagoa Grande;PB;0;28479;28479;0;8014;5137;2877;17520;236;1027;1451;1668;10422;2716;4984;20712;4599;0.58;0.576;0.797;0.43;-35.63389198;-7.036775;143.25;298;438;320.56;Brejo;D;28623;Intermediário Adjacente;16117.69;11375.93;75378.12;123.1;225974.75;13681.81;239656.56;28604;8378.43;Administração, defesa, educação e saúde públicas e seguridade social;45438117;238;0;1;19;0;0;6;112;4;5;3;0;6;5;5;3;22;3;1;43;0;0;;;1;2;1;2;17358627;228876178;1788;3396;0;;;;3
Alagoa Nova;PB;0;19681;19681;0;5435;2833;2602;9794;176;627;875;939;5844;1333;5795;24722;4734;0.58;0.567;0.749;0.451;-35.75945654;-7.057798825;514.3;45;265;123.73;Brejo;D;20589;Rural Adjacente;80030.8;24.67;46472.26;89563.64;240733.5;10.12;250857.3;20596;12179.9;Administração, defesa, educação e saúde públicas e seguridade social;39834147;121;4;0;14;0;0;1;79;1;1;1;0;1;2;2;3;3;2;1;6;0;0;;;0;1;0;1;0;53703174;1647;1917;0;;;;1
Alagoinha;PE;0;13759;13753;6;4108;2410;1698;7769;120;502;666;742;4635;1104;638;611;4184;0.599;0.569;0.801;0.472;-36.77545601;-8.466270523;731.32;318;427;216.45;;;14554;Rural Adjacente;21.34;2580.54;33068.69;57170.78;114158.97;4811.88;118970.85;14431;8244.12;Administração, defesa, educação e saúde públicas e seguridade social;31782188;61;0;0;5;0;0;0;43;1;0;0;0;0;3;1;4;2;0;0;2;0;0;;;0;1;0;1;0;25113414;1210;1153;0;;;;1
Alagoinha;PB;0;13576;13576;0;3703;2490;1213;8998;173;639;868;944;5261;1113;1424;5058;4268;0.595;0.574;0.795;0.462;-35.54549135;-6.948140405;142.42;102;122;96.98;Brejo;E;14367;Rural Adjacente;8557.92;3190.95;22819.77;61289.9;95858.53;3705.89;99.56;14376;6925.74;Administração, defesa, educação e saúde públicas e seguridade social;29417339;108;1;0;10;1;0;3;54;1;0;0;0;0;1;2;2;14;1;2;16;0;0;;;;;;;;;936;1703;0;;;;1
Alagoinha Do Piauí;PI;0;7341;7341;0;2278;885;1393;2668;28;148;174;226;1725;367;9483;1855;5394;0.531;0.535;0.716;0.391;-40.93463482;-7.00817528;279.24;11;42;535.81;;;7636;Rural Adjacente;3274.36;1600.93;10679.66;28.28;43.84;1995.57;45834.39;7515;6099.05;Administração, defesa, educação e saúde públicas e seguridade social;13740823;53;0;0;0;0;0;0;30;0;0;0;0;0;1;1;4;5;3;0;9;0;0;;;;;;;;;485;639;0;;;;1
Alagoinhas;BA;0;141949;141929;20;41702;36764;4938;123051;1704;6649;8980;10393;82616;12709;2585;16886;2385;0.68;0.681;0.79;0.592;-38.42261577;-12.13418259;141.14;3562;14838;707.56;Caminhos Do Sertão;C;150832;Urbano;73996.69;614852.01;1399738.5;483017.85;2571605.05;605.97;3177574.83;155362;20452.72;Demais serviços;290162506;2231;23;5;118;0;6;63;1006;72;121;33;11;14;68;142;3;169;144;30;203;0;0;1;120;5;5;3;3;562260923;2141509149;24457;21546;3;;;;3
Alambari;SP;0;4884;4876;8;1526;1135;391;3671;49;225;297;350;2328;422;5271;31280;1569;0.71;0.682;0.805;0.658;-47.89358839;-23.55389889;609.66;270;492;159.60;;;5918;Urbano;29984.18;7.03;23.78;23097.09;83.9;3387.06;87284.02;5658;15426.66;Administração, defesa, educação e saúde públicas e seguridade social;;137;61;0;14;0;0;4;31;3;8;2;0;3;0;2;2;2;0;0;5;0;0;;;;;;;;;1260;696;3;;;;1
Albertina;MG;0;2913;2910;3;899;639;260;1998;26;90;127;181;1273;301;1506;19808;2617;0.67;0.684;0.813;0.549;-46.61160257;-22.19976448;992.11;118;115;58.01;Malhas Do Sul De Minas;E;3003;Rural Adjacente;8057.43;4024.94;38868.2;15487.35;66437.91;11981.65;78419.56;3040;25795.91;Comércio e reparação de veículos automotores e motocicletas;11479747;72;1;0;13;0;0;4;30;1;5;0;0;0;3;1;2;4;0;3;5;0;0;;;;;;;;;947;379;0;;;;1
Alcântara;MA;0;21851;21851;0;6084;1683;4401;6383;79;443;584;637;4111;529;1671;3831;4798;0.573;0.525;0.753;0.475;-44.41701254;-2.403276525;29.72;389;308;1,168.25;Polo  São Luís;D;22083;Rural Adjacente;14464.15;7861.43;29391.33;61419.05;113135.95;4358.64;117494.58;21667;5422.74;Administração, defesa, educação e saúde públicas e seguridade social;46725621;124;3;0;3;0;0;8;32;3;4;0;0;0;0;4;2;3;2;2;58;0;0;1;25;1;0;1;0;18171127;0;327;1282;0;;;;1
Alcântaras;CE;0;10771;10762;9;2859;976;1883;3446;48;214;261;339;2156;428;2209;2058;4144;0.6;0.549;0.751;0.524;-40.54463812;-3.586983769;655.5;256;126;138.61;Vale Do Acaraú;E;11529;Rural Adjacente;4394.86;2209.41;14985.36;36237.48;57.83;1755.04;59582.16;11391;5230.63;Administração, defesa, educação e saúde públicas e seguridade social;;82;0;0;3;0;0;2;45;2;1;0;0;1;0;5;2;2;0;1;18;0;0;;;;;;;;;668;2963;0;;;;2
Alcantil;PB;0;5239;5239;0;1567;639;928;2062;40;132;162;197;1294;237;516;47;4673;0.578;0.55;0.765;0.458;-36.06060433;-7.741477038;518.67;32;65;305.99;;;5473;Rural Adjacente;3993.56;1382.8;6.69;25986.71;38.06;899.96;38957.06;5475;7115.44;Administração, defesa, educação e saúde públicas e seguridade social;13445071;37;1;0;5;0;0;0;16;1;0;1;0;0;0;1;2;6;1;0;3;0;0;;;;;;;;;297;274;0;;;;1
Alcinópolis;MS;0;4569;4562;7;1587;1071;516;3008;38;183;248;270;2014;255;11526;38982;1578;0.711;0.733;0.858;0.572;-53.70808963;-18.32503398;430.93;173;341;4,399.68;Rota Norte;E;5268;Rural Remoto;81035.73;4293.81;24192.23;38195.42;147717.19;9295.8;157012.98;5114;30702.58;Pecuária, inclusive apoio à pecuária;30320411;60;7;0;2;0;2;1;28;3;4;0;1;0;3;1;2;1;3;0;2;0;0;2;59;;;;;;;847;1044;1;;;;1
Alcobaça;BA;0;21271;21261;10;6068;3240;2828;11788;216;865;1110;1235;7307;1055;3419;38318;3982;0.608;0.611;0.771;0.476;-39.19421432;-17.51893334;6.4;816;570;1,482.29;Costa Das Baleias;C;22449;Rural Adjacente;80343.48;12392.21;79154.8;78023.71;249914.19;10219.92;260134.12;23331;11149.72;Administração, defesa, educação e saúde públicas e seguridade social;48798422;176;7;0;6;0;0;4;98;8;22;0;0;0;3;4;2;4;0;2;16;0;0;;;0;2;0;2;0;258294772;1342;2032;0;;;;2
Aldeias Altas;MA;0;23952;23952;0;5795;3388;2407;13620;303;1343;1513;1538;7864;1059;9756;78843;5492;0.513;0.5;0.72;0.374;-43.46873485;-4.630779495;80.49;82;45;1,942.12;;;26302;Intermediário Adjacente;31.99;9704.76;38558.93;81.62;161878.31;7373.48;169251.79;26115;6481.02;Administração, defesa, educação e saúde públicas e seguridade social;57710611;91;1;0;2;0;0;0;35;1;1;0;0;0;0;1;2;36;0;0;12;0;0;;;;;;;;;327;2271;0;;;;
Alecrim;RS;0;7045;7008;37;2473;806;1667;2160;18;68;110;141;1312;511;4383;22657;2628;0.672;0.683;0.852;0.522;-54.76709622;-27.66107446;307.85;86;221;316.51;Rota Do Rio Uruguai;D;6077;Rural Adjacente;28755.92;3208.81;36556.86;28258.74;96780.33;4.39;101174.25;6799;14880.75;Administração, defesa, educação e saúde públicas e seguridade social;17492090;138;1;0;9;0;0;0;73;5;6;0;1;3;3;3;2;9;5;8;10;0;0;;;0;1;0;1;0;45506761;2332;1076;1;;;;1
Alegre;ES;0;30768;30768;0;9960;7198;2762;20375;257;975;1352;1626;13224;2941;5112;35707;1277;0.721;0.708;0.839;0.63;-41.53648832;-20.76326514;258.9;1250;2002;772.00;Caparaó;C;30568;Intermediário Adjacente;48036.64;100250.47;185604.59;127799.1;461690.8;25613.59;487304.4;32175;15145.44;Demais serviços;75746241;754;3;9;36;0;1;19;358;16;66;7;3;1;34;36;4;38;29;18;76;0;0;1;27;1;3;1;3;39670421;372251110;6761;4542;1;;;;
